ECG,Filtered ECG,R peaks,Heart rate
378.81,15.911707,,
380.274,25.447824,,
364.536,37.034184,,
352.092,54.814713,,
353.922,71.207054,,
349.164,74.91002,,
341.478,62.215076,,
334.88998,40.77033,,
326.83798,22.39695,,
326.83798,12.004428,,
304.878,3.370259,,
320.982,-13.922324,,
307.806,-42.757744,,
300.852,-73.20931,,
284.016,-89.27648,,
284.382,-82.03538,,
289.13998,-57.27295,,
277.428,-30.32326,,
282.552,-12.490656,,
289.506,-1.4526024,,
274.866,15.252462,,
275.598,46.47714,,
281.088,86.03279,,
305.61,114.55755,,
305.244,113.838394,,
286.212,81.32803,,
305.244,32.15126,,
296.826,-12.980067,,
296.826,-42.960625,,
311.832,-61.210735,,
320.25,-76.92025,,
330.86398,-92.16896,,
339.648,-98.08893,,
333.792,-83.998924,,
368.562,-50.215065,,
355.75198,-11.003893,,
366.366,16.53274,,
346.968,27.637209,,
368.562,34.049103,,
337.452,51.877968,,
322.812,83.99362,,
334.158,114.3645,,
313.296,121.39957,,
317.322,98.65322,,
312.198,62.14405,,
296.826,34.406895,,
286.944,18.090263,,
304.512,-14.45664,,
314.02798,-99.54062,,
290.97,-240.74786,,
287.676,-382.65973,,
277.428,-429.2415,,
323.91,-303.74643,,
426.75598,-11.268571,,
521.916,343.81308,,
613.416,605.1835,,
593.652,650.64355,593.652,143
542.046,461.6791,,
432.978,131.40393,,
352.824,-192.32895,,
283.284,-389.1211,,
250.344,-420.99634,,
223.62599,-331.30136,,
254.004,-198.85559,,
234.23999,-85.245964,,
274.134,-9.564344,,
262.788,41.38315,,
274.866,85.51638,,
263.52,125.91668,,
292.434,151.55565,,
308.172,151.47992,,
314.02798,126.47648,,
320.982,88.209366,,
343.30798,48.926743,,
343.674,12.760232,,
331.596,-23.509464,,
361.608,-62.146484,,
370.758,-97.49006,,
361.608,-117.43871,,
355.75198,-112.362686,,
375.882,-83.54629,,
389.05798,-43.61659,,
375.15,-8.334616,,
383.568,13.607038,,
364.536,24.687515,,
390.156,33.791573,,
355.386,47.145477,,
353.19,62.693882,,
349.164,72.24059,,
351.36,68.878265,,
345.504,52.93822,,
326.106,31.41078,,
329.766,11.762516,,
300.486,-4.037835,,
319.518,-19.908371,,
288.774,-40.28976,,
307.44,-64.08926,,
287.31,-83.56564,,
273.036,-89.27605,,
262.788,-76.78151,,
276.33,-49.40699,,
292.434,-15.139247,,
291.702,18.93227,,
265.716,49.397663,,
303.414,74.58903,,
287.676,91.04018,,
302.682,93.1749,,
290.97,77.57069,,
315.492,47.8498,,
288.774,14.616866,,
295.362,-10.980002,,
322.44598,-25.17278,,
315.126,-33.81881,,
342.576,-46.32176,,
329.4,-66.13747,,
334.524,-86.299706,,
342.21,-94.21249,,
363.804,-81.60244,,
344.04,-50.78557,,
343.30798,-11.929136,,
371.856,25.428112,,
363.438,58.013027,,
346.968,86.38279,,
344.772,108.07826,,
329.766,115.33806,,
332.328,101.89611,,
312.93,72.744415,,
311.832,44.785534,,
301.58398,32.865555,,
315.126,30.785244,,
315.492,6.5717473,,
323.544,-76.16383,,
306.342,-220.87347,,
278.16,-373.79468,,
289.13998,-439.37833,,
324.276,-335.45132,,
412.848,-55.485874,,
511.302,307.10175,,
598.776,596.8038,,
601.704,678.32556,601.704,143
555.222,512.8841,,
454.206,179.49095,,
345.138,-171.93988,,
277.062,-404.05066,,
238.26599,-458.70963,,
222.162,-369.08447,,
231.312,-218.73904,,
266.448,-83.00207,,
269.376,7.1382556,,
259.494,61.67078,,
269.376,102.553986,,
289.13998,137.64235,,
299.022,156.7717,,
289.506,147.17192,,
315.126,110.01037,,
322.812,62.28826,,
321.348,23.663025,,
331.962,1.3460757,,
358.314,-13.239696,,
367.464,-33.82257,,
359.412,-64.855125,,
362.706,-96.118866,,
375.882,-110.6109,,
380.63998,-98.380806,,
374.052,-64.43157,,
375.882,-24.558374,,
395.28,6.576315,,
390.156,24.845795,,
378.078,36.339615,,
363.438,48.91461,,
378.078,63.821106,,
370.758,74.63128,,
353.922,73.60607,,
354.654,59.042377,,
332.694,36.767673,,
341.478,14.735268,,
329.4,-3.8710792,,
301.58398,-22.351135,,
313.662,-45.31251,,
287.676,-71.488686,,
287.31,-91.605156,,
288.408,-94.02396,,
269.01,-73.849144,,
275.964,-37.70545,,
284.016,0.2526878,,
289.13998,28.138449,,
292.8,43.920113,,
281.82,54.5545,,
286.212,67.59379,,
292.8,82.62414,,
317.688,90.04778,,
310.00198,78.46676,,
289.872,44.62664,,
321.348,-2.2927198,,
322.44598,-45.605442,,
301.95,-71.448875,,
331.596,-76.719795,,
342.942,-69.1792,,
345.138,-60.5011,,
358.68,-57.8425,,
357.582,-59.543827,,
346.968,-56.835857,,
357.948,-39.583347,,
343.30798,-2.706513,,
348.798,49.424126,,
359.77798,102.48571,,
349.164,136.93195,,
329.034,137.61154,,
305.97598,104.20095,,
304.512,54.915306,,
290.238,17.36156,,
287.31,8.714175,,
293.898,18.040104,,
307.806,7.118737,,
312.198,-63.948208,,
282.552,-199.4466,,
293.166,-346.5724,,
276.69598,-412.50717,,
338.184,-317.90964,,
393.08398,-55.705105,,
500.322,286.36432,,
596.214,561.44855,,
584.502,641.04407,584.502,143
556.686,487.21817,,
450.546,173.47372,,
349.53,-158.7882,,
287.676,-379.06473,,
225.456,-431.4587,,
225.456,-346.95035,,
255.834,-205.08037,,
252.54,-78.16007,,
242.29199,3.67676,,
254.004,50.16319,,
259.86,83.99476,,
274.866,115.85168,,
278.892,139.11844,,
281.454,141.97801,,
310.368,121.26154,,
304.512,85.21905,,
332.328,45.462376,,
328.668,8.22472,,
352.458,-26.49298,,
344.04,-58.856575,,
351.36,-84.262474,,
365.268,-95.4786,,
387.594,-89.54098,,
354.654,-71.61583,,
382.47,-51.03881,,
372.954,-33.04427,,
384.3,-14.66679,,
367.098,10.42696,,
357.582,42.46863,,
381.00598,71.19013,,
371.856,82.17023,,
348.432,69.350655,,
345.138,42.293217,,
334.524,20.29706,,
329.034,16.973396,,
343.30798,28.125734,,
337.086,34.05444,,
321.714,15.5183735,,
307.44,-29.36886,,
295.728,-81.465805,,
305.244,-113.608215,,
267.912,-109.91714,,
281.454,-75.94113,,
284.748,-32.131332,,
289.872,2.8291698,,
294.264,24.397877,,
272.66998,40.590656,,
296.46,59.634758,,
288.774,79.33781,,
290.97,88.2422,,
303.414,77.06862,,
286.944,49.04287,,
300.852,18.643295,,
311.832,-0.7292323,,
314.39398,-8.827112,,
327.57,-18.591494,,
329.766,-43.11922,,
329.766,-80.9057,,
351.72598,-113.20851,,
334.158,-117.17864,,
348.432,-84.27691,,
355.75198,-28.175514,,
369.294,24.979515,,
370.392,55.7977,,
353.19,63.98996,,
344.772,63.85279,,
322.08,68.287224,,
320.616,76.99573,,
315.858,79.8868,,
299.022,71.24243,,
288.408,58.55996,,
307.074,54.208054,,
313.296,55.661106,,
313.296,35.00786,,
299.754,-45.117905,,
304.146,-194.34952,,
281.454,-364.67825,,
268.644,-458.91394,,
310.368,-383.64023,,
383.568,-116.8879,,
499.956,257.584,,
573.888,580.6433,,
619.638,700.9756,619.638,143
569.496,560.7177,,
456.036,228.33885,,
349.53,-142.4245,,
276.69598,-399.86478,,
234.606,-471.3119,,
213.744,-384.32257,,
240.828,-227.37178,,
253.272,-85.133,,
253.272,5.7231154,,
264.25198,56.682095,,
276.69598,95.193954,,
261.324,132.42169,,
300.486,156.07169,,
300.12,148.2849,,
294.264,107.75087,,
308.538,54.766174,,
334.524,15.56714,,
333.792,1.1206264,,
349.896,-0.41663504,,
362.706,-11.316714,,
374.784,-43.329323,,
375.882,-86.42073,,
362.706,-116.42644,,
367.098,-114.44445,,
388.326,-81.33159,,
367.464,-35.723885,,
381.372,1.5413872,,
382.104,22.643545,,
383.568,35.12995,,
364.16998,50.843094,,
357.216,72.43193,,
366.366,89.72129,,
360.14398,88.70201,,
331.23,64.51836,,
346.602,26.644508,,
320.982,-8.154101,,
315.492,-28.535313,,
296.094,-35.797707,,
315.126,-39.898613,,
303.414,-48.75636,,
307.44,-60.868187,,
282.552,-67.46365,,
284.748,-61.24983,,
283.284,-43.005222,,
286.944,-20.03674,,
287.676,1.2214386,,
288.042,20.578997,,
280.722,41.958035,,
281.088,66.17511,,
297.192,86.491234,,
308.538,92.247284,,
296.094,77.752174,,
296.094,47.89631,,
305.61,14.61965,,
319.152,-12.867413,,
312.198,-34.81869,,
326.472,-57.89234,,
316.956,-85.0184,,
345.504,-108.28555,,
350.628,-112.72432,,
344.772,-88.633354,,
341.844,-41.427307,,
378.444,10.520297,,
373.686,48.799637,,
358.314,67.3754,,
357.216,73.64931,,
333.06,78.15069,,
322.812,83.67588,,
306.342,84.75288,,
315.492,77.09909,,
301.218,65.338875,,
293.53198,57.911823,,
314.39398,51.773624,,
289.13998,23.43744,,
305.61,-58.091373,,
307.806,-199.46106,,
272.304,-356.5293,,
259.86,-441.37985,,
326.106,-369.31433,,
380.63998,-119.78631,,
485.682,232.02332,,
581.574,541.5471,,
618.54,668.93134,618.54,143
562.176,556.11224,,
473.97,257.9596,,
384.3,-91.29225,,
283.65,-352.7049,,
231.678,-450.533,,
244.854,-395.03793,,
225.82199,-255.29979,,
255.468,-108.55878,,
241.56,-1.0981946,,
267.546,60.320408,,
271.938,91.888794,,
268.644,110.59013,,
286.944,122.6979,,
272.66998,125.79458,,
290.604,116.47914,,
328.668,95.06734,,
330.132,64.88184,,
340.38,29.537928,,
340.38,-7.9231215,,
345.138,-43.770485,,
349.164,-72.78031,,
375.15,-89.78761,,
374.784,-92.561844,,
370.392,-83.238144,,
364.536,-66.762276,,
361.974,-47.585743,,
390.888,-27.36812,,
372.58798,-5.3778453,,
366.366,19.143291,,
360.876,44.867832,,
381.00598,68.148224,,
347.69998,84.49647,,
365.634,90.369316,,
363.804,84.06329,,
332.328,65.64915,,
348.066,36.70026,,
321.348,0.41912332,,
301.95,-38.028328,,
311.832,-71.75574,,
285.11398,-93.593864,,
281.088,-98.50731,,
287.676,-85.869545,,
292.068,-60.1606,,
270.84,-29.281124,,
276.33,-1.0428145,,
298.29,20.291584,,
282.918,35.280903,,
278.526,47.500427,,
286.212,59.86646,,
287.31,71.70852,,
291.702,78.69128,,
299.022,75.50826,,
310.368,59.189774,,
319.152,30.679531,,
300.852,-5.863276,,
314.02798,-44.603992,,
327.204,-78.834335,,
327.57,-101.20988,,
345.87,-105.13098,,
338.55,-88.12723,,
361.974,-55.241432,,
370.758,-18.578978,,
369.66,8.795844,,
366.0,21.36892,,
355.386,25.275547,,
355.02,33.408592,,
329.4,54.32207,,
325.008,84.02825,,
333.792,108.477264,,
320.982,115.3184,,
314.39398,104.14067,,
297.192,84.25229,,
318.054,60.264645,,
315.858,19.34424,,
299.388,-63.386574,,
284.016,-198.68694,,
274.134,-354.59567,,
281.454,-453.26736,,
294.264,-407.33118,,
376.248,-179.53142,,
473.238,174.55928,,
569.862,517.0197,,
610.854,694.157,610.854,143
597.312,621.6881,,
513.864,334.09088,,
384.3,-35.088516,,
291.702,-329.5495,,
255.102,-453.44855,,
228.018,-409.7187,,
240.46199,-275.3576,,
253.638,-139.00502,,
245.586,-47.605434,,
253.638,4.921037,,
252.90599,49.316227,,
285.11398,103.28481,,
286.944,155.66426,,
302.682,180.51576,,
315.858,163.49109,,
309.27,115.413925,,
332.328,62.47254,,
346.602,24.050957,,
349.164,-1.0127939,,
349.53,-28.204872,,
356.484,-68.22811,,
357.216,-113.1954,,
357.216,-140.74255,,
368.928,-132.25908,,
365.634,-89.02663,,
372.58798,-32.256607,,
386.496,12.726944,,
367.464,34.444706,,
381.738,40.527397,,
371.856,47.061726,,
368.562,62.48167,,
350.262,80.3094,,
355.75198,86.236946,,
338.55,71.984085,,
353.19,42.84836,,
342.576,12.451098,,
312.564,-9.616743,,
304.512,-25.138922,,
302.682,-42.69599,,
310.368,-65.98912,,
290.97,-86.97384,,
294.264,-91.28423,,
265.35,-71.48964,,
276.69598,-35.586624,,
292.8,-1.8588662,,
286.944,16.156328,,
282.186,21.0388,,
267.546,28.205666,,
288.774,50.21472,,
285.846,82.7783,,
290.604,105.828735,,
307.44,99.60426,,
314.02798,61.764137,,
297.192,10.078558,,
300.852,-31.904129,,
304.512,-53.253628,,
333.792,-61.458836,,
337.452,-70.888,,
327.204,-85.67162,,
351.72598,-94.13022,,
364.902,-80.596115,,
347.33398,-43.077866,,
367.464,1.3650517,,
372.58798,30.332588,,
353.556,36.681072,,
358.314,35.68471,,
329.4,50.17605,,
320.982,86.536316,,
339.28198,124.907455,,
318.054,134.98932,,
301.58398,104.09308,,
317.322,50.188606,,
288.774,4.712071,,
298.656,-20.998611,,
287.31,-52.45688,,
315.858,-129.8918,,
297.55798,-260.37076,,
288.408,-386.27856,,
297.55798,-406.35956,,
366.732,-244.88187,,
432.978,79.14656,,
549.0,439.37222,,
625.128,665.0663,625.128,143
612.684,641.91266,,
509.472,381.9037,,
400.77,14.022507,,
305.97598,-296.05164,,
269.376,-439.98004,,
239.73,-412.5641,,
243.024,-287.4874,,
226.554,-152.2643,,
266.082,-54.36086,,
248.148,8.359626,,
262.788,59.352066,,
287.31,110.21595,,
265.35,150.63539,,
286.212,163.18176,,
304.878,143.0071,,
315.858,102.72319,,
310.368,60.498222,,
315.858,25.51581,,
332.694,-5.037609,,
353.19,-36.779205,,
348.798,-68.172615,,
339.28198,-90.397224,,
356.85,-96.17449,,
364.902,-87.21356,,
387.594,-71.992485,,
358.68,-56.38318,,
361.242,-37.555965,,
370.758,-8.340302,,
387.228,31.911661,,
366.0,71.445244,,
385.764,92.62126,,
371.49,86.133675,,
344.772,59.879475,,
336.72,33.387455,,
350.262,21.781977,,
334.524,23.308203,,
325.74,21.816397,,
326.472,2.3261907,,
292.434,-34.118465,,
312.564,-69.69516,,
280.722,-84.06123,,
285.11398,-71.178696,,
290.604,-43.993813,,
286.212,-23.013735,,
287.31,-18.902706,,
266.448,-24.172083,,
270.108,-20.764952,,
281.82,3.5297709,,
298.29,44.109104,,
279.624,82.922104,,
301.58398,102.37315,,
312.93,97.36486,,
306.342,75.779106,,
319.152,48.61384,,
312.93,19.994976,,
320.982,-13.547679,,
325.74,-54.578735,,
311.832,-96.15099,,
328.668,-122.550064,,
346.602,-120.10683,,
344.772,-88.959076,,
347.69998,-44.807487,,
368.928,-7.9278507,,
367.098,12.00381,,
360.51,22.37339,,
343.674,39.378468,,
352.824,71.727936,,
342.942,110.48864,,
331.962,134.65598,,
330.86398,128.47867,,
309.636,95.459015,,
306.342,55.464874,,
296.826,25.525225,,
299.022,0.4640716,,
301.218,-47.24973,,
288.774,-142.97206,,
284.382,-276.78854,,
282.186,-389.77487,,
279.258,-397.8199,,
354.654,-244.45564,,
430.416,50.669353,,
537.288,383.99338,,
594.75,613.29395,,
587.43,632.6447,587.43,143
525.942,431.52554,,
448.35,100.680626,,
342.21,-218.82593,,
248.88,-410.6839,,
223.992,-436.35547,,
251.442,-337.51282,,
230.58,-194.27617,,
252.90599,-72.506935,,
246.68399,5.3633614,,
261.324,53.596928,,
261.324,94.82473,,
271.938,136.0364,,
293.898,165.43002,,
306.708,167.01355,,
307.806,136.6902,,
320.25,85.919556,,
333.792,32.195324,,
348.798,-13.151464,,
342.942,-49.00871,,
340.014,-78.69224,,
379.542,-101.74425,,
379.542,-111.84023,,
364.16998,-102.43048,,
375.15,-74.0861,,
393.08398,-36.201534,,
395.28,-1.3429065,,
383.568,22.660826,,
380.63998,36.133484,,
374.784,44.276665,,
367.83,51.055904,,
346.602,56.004883,,
357.948,56.166107,,
361.974,50.263096,,
328.668,40.46,,
318.786,30.029648,,
334.88998,19.636108,,
328.668,6.3362255,,
322.812,-13.396196,,
300.852,-39.36694,,
279.258,-66.10062,,
297.192,-85.44104,,
288.042,-90.96001,,
262.422,-80.566315,,
274.866,-55.943386,,
290.97,-20.6214,,
260.22598,20.719826,,
292.068,61.36812,,
296.094,92.39367,,
302.316,105.316025,,
288.774,96.70812,,
286.578,70.95035,,
306.708,38.02337,,
305.97598,7.384408,,
290.97,-17.201569,,
319.152,-37.493073,,
327.936,-55.717224,,
338.55,-69.855705,,
329.034,-74.379684,,
354.654,-66.14312,,
364.902,-49.427505,,
366.366,-34.002922,,
368.562,-26.497385,,
345.504,-22.730192,,
343.30798,-9.49649,,
366.0,23.504667,,
330.132,71.114685,,
345.504,111.9449,,
329.034,123.07957,,
309.636,99.76264,,
312.564,62.44675,,
290.97,41.60863,,
300.486,49.396248,,
322.44598,61.43089,,
319.518,28.30293,,
307.074,-85.48364,,
287.31,-261.51318,,
267.546,-419.3889,,
288.408,-454.55313,,
329.766,-303.08566,,
427.488,8.190546,,
516.792,362.4168,,
589.992,608.5399,,
592.554,640.21375,592.554,143
546.072,450.2429,,
420.168,129.16571,,
337.818,-187.59079,,
269.376,-389.02402,,
228.384,-433.85355,,
222.162,-351.67505,,
232.41,-209.3126,,
263.52,-69.69561,,
249.978,32.41784,,
268.644,90.97692,,
269.376,115.23475,,
286.944,116.95555,,
275.232,105.72288,,
284.016,89.90574,,
297.924,76.89097,,
316.59,69.90565,,
344.406,64.71225,,
351.72598,51.160843,,
357.582,20.451948,,
367.464,-26.783094,,
353.19,-78.2026,,
353.19,-115.781235,,
380.63998,-126.16423,,
368.928,-108.0083,,
370.392,-71.4319,,
366.366,-30.75865,,
375.15,3.6227398,,
393.816,28.73018,,
385.398,46.6557,,
361.242,59.834476,,
359.046,68.3319,,
351.72598,70.74955,,
365.268,66.69141,,
346.968,57.611057,,
338.55,45.044624,,
334.88998,28.351402,,
313.662,4.9547644,,
307.44,-26.2749,,
310.734,-61.247818,,
290.604,-90.34753,,
277.428,-102.9015,,
271.938,-93.59329,,
287.31,-65.93391,,
265.716,-29.98624,,
290.238,3.8942983,,
284.382,30.419632,,
289.506,49.998825,,
281.82,65.03203,,
283.284,75.81706,,
288.408,79.76473,,
290.97,74.04514,,
314.39398,58.486954,,
303.414,35.7158,,
296.826,8.78789,,
304.146,-20.597206,,
329.766,-50.95043,,
333.426,-78.199356,,
335.988,-95.11845,,
330.498,-95.15121,,
357.582,-77.9725,,
360.14398,-51.142014,,
371.856,-24.87904,,
367.83,-3.681905,,
361.242,17.198923,,
356.484,45.735935,,
358.314,81.94783,,
351.36,112.54788,,
325.374,118.98668,,
330.86398,94.29657,,
308.172,53.65392,,
292.8,25.756046,,
292.068,27.77176,,
314.76,43.612553,,
322.08,27.649298,,
310.368,-61.662457,,
298.656,-219.58745,,
269.742,-378.34985,,
282.552,-436.11206,,
340.014,-319.28067,,
408.09,-38.0653,,
503.25,304.93698,,
587.06396,563.5836,,
603.534,625.9033,603.534,143
542.412,472.3305,,
448.35,179.77261,,
362.706,-126.67679,,
295.728,-340.0754,,
229.84799,-415.36057,,
233.874,-370.9,,
225.09,-258.33713,,
241.56,-127.888054,,
245.586,-10.621406,,
275.232,79.57567,,
266.814,136.49681,,
287.31,157.22372,,
292.8,145.06429,,
278.526,112.580086,,
293.898,77.60863,,
312.198,53.307392,,
338.55,40.372013,,
340.746,28.555779,,
361.242,6.5832367,,
346.968,-27.769138,,
364.902,-65.54917,,
380.274,-93.45549,,
380.63998,-103.141914,,
362.34,-95.27072,,
368.562,-76.07815,,
366.732,-50.961357,,
393.08398,-21.462246,,
387.594,12.180799,,
363.804,46.55323,,
370.758,74.08564,,
376.61398,87.258934,,
370.758,84.219864,,
343.674,70.24566,,
360.14398,53.200516,,
335.256,36.883358,,
329.034,18.490139,,
315.858,-7.104816,,
311.832,-39.903652,,
308.172,-71.19672,,
281.454,-88.122345,,
290.604,-82.94699,,
277.794,-59.920177,,
285.11398,-32.890285,,
287.31,-15.076781,,
284.382,-8.998701,,
271.206,-5.016812,,
274.5,9.870443,,
270.474,39.914055,,
299.022,75.22045,,
304.878,97.87389,,
304.512,94.93326,,
288.774,67.86757,,
312.198,30.82607,,
321.714,-0.63235873,,
314.39398,-20.822268,,
325.74,-35.85964,,
331.596,-55.02533,,
348.432,-79.54547,,
343.674,-99.023964,,
333.792,-99.03016,,
368.928,-73.42873,,
354.288,-30.655945,,
375.15,11.726907,,
351.36,39.661816,,
350.994,51.635788,,
346.968,56.764256,,
334.88998,64.53451,,
315.126,76.22624,,
308.904,85.823654,,
307.44,88.33442,,
304.512,85.37964,,
309.27,80.21081,,
322.44598,65.90167,,
311.832,20.602867,,
297.55798,-78.78827,,
286.944,-229.09364,,
295.362,-380.8476,,
272.304,-448.82434,,
325.74,-356.96112,,
398.208,-93.65327,,
497.02798,261.28403,,
594.018,563.644,,
612.318,676.7326,612.318,143
581.574,546.5413,,
468.846,232.85823,,
361.242,-124.06524,,
297.192,-380.20377,,
234.606,-459.79977,,
242.658,-380.77588,,
250.344,-224.75903,,
247.05,-78.64426,,
266.448,11.824369,,
278.16,51.154568,,
275.598,69.960304,,
253.272,92.54616,,
275.964,120.483765,,
304.878,138.85509,,
311.1,133.68373,,
325.74,103.9532,,
319.884,60.427853,,
327.57,16.089912,,
345.504,-21.629522,,
363.804,-51.21673,,
350.262,-72.64386,,
359.046,-84.422485,,
374.418,-85.095276,,
360.14398,-76.3564,,
390.522,-63.09683,,
375.15,-49.354755,,
359.77798,-34.214367,,
372.58798,-12.57164,,
366.0,18.870228,,
378.078,55.626183,,
369.294,85.66458,,
370.758,96.877075,,
351.72598,86.02643,,
347.69998,61.388042,,
344.772,36.307587,,
340.38,18.785324,,
316.224,5.937479,,
329.4,-11.796292,,
313.296,-40.272114,,
284.748,-74.19156,,
305.97598,-99.32164,,
286.944,-102.78075,,
274.134,-82.71763,,
285.11398,-49.168472,,
287.676,-15.544737,,
291.336,11.624288,,
285.48,35.63381,,
282.552,62.817616,,
299.754,92.51692,,
305.244,113.487305,,
293.166,110.91594,,
303.414,78.69845,,
288.774,26.4794,,
297.192,-25.104906,,
303.414,-57.750793,,
307.806,-66.91772,,
313.662,-62.492786,,
340.746,-58.81386,,
346.602,-62.7593,,
362.34,-69.485245,,
356.118,-68.19473,,
353.556,-51.772335,,
369.294,-21.77503,,
365.634,14.330396,,
370.392,49.31797,,
356.118,79.10948,,
348.798,100.577446,,
340.014,108.81028,,
326.106,99.294876,,
300.852,74.30566,,
287.676,45.873966,,
316.224,28.338707,,
292.434,23.222162,,
297.55798,9.837336,,
294.63,-44.830154,,
308.904,-157.46164,,
293.53198,-300.10333,,
278.526,-398.14633,,
305.244,-366.08377,,
387.96,-164.4881,,
462.624,159.222,,
565.47,479.08786,,
609.024,650.64014,609.024,143
595.848,589.4456,,
497.76,319.5881,,
376.61398,-38.998608,,
312.198,-336.3977,,
241.56,-470.35507,,
214.11,-429.25708,,
240.828,-279.51923,,
243.756,-113.209724,,
257.664,5.996056,,
251.808,65.93206,,
259.494,91.45246,,
285.11398,111.43891,,
264.618,134.43782,,
275.232,147.82619,,
298.29,135.12747,,
323.178,93.76622,,
309.636,38.73248,,
340.38,-8.750655,,
325.374,-36.425976,,
356.85,-47.43478,,
369.294,-53.991882,,
372.222,-64.98006,,
380.63998,-78.22109,,
386.496,-83.23156,,
383.202,-71.18152,,
365.634,-43.176895,,
386.13,-10.036299,,
387.228,15.831357,,
382.104,29.39516,,
359.412,35.448223,,
359.046,42.879402,,
354.288,55.90861,,
344.772,69.70945,,
356.118,73.95804,,
347.33398,61.214893,,
320.25,33.188663,,
318.786,-0.12131958,,
305.244,-27.47987,,
314.76,-43.829006,,
286.578,-52.245827,,
302.316,-59.316174,,
277.062,-68.107834,,
272.304,-74.58932,,
281.82,-70.29094,,
267.546,-48.987312,,
269.01,-12.221926,,
286.944,30.370771,,
278.16,66.034134,,
298.29,85.61424,,
286.944,87.65481,,
289.506,77.55537,,
292.068,62.771378,,
310.00198,47.42743,,
306.708,29.970917,,
312.198,5.5654564,,
319.518,-28.212727,,
325.374,-66.43681,,
336.72,-96.93553,,
325.008,-106.69266,,
356.484,-90.90179,,
364.902,-57.841026,,
374.052,-24.542784,,
359.77798,-4.9270234,,
362.706,1.0335065,,
364.16998,7.6553416,,
351.36,31.332394,,
352.092,74.521736,,
336.72,119.706535,,
333.792,140.5266,,
325.008,122.82963,,
322.08,77.94578,,
304.878,34.47528,,
286.944,12.377429,,
313.662,0.594151,,
305.61,-39.209133,,
307.806,-139.29909,,
293.898,-285.7578,,
290.97,-406.07047,,
293.53198,-403.14822,,
360.876,-220.09662,,
455.66998,107.521,,
561.078,452.80136,,
612.318,659.05237,612.318,143
599.508,626.5768,,
509.472,369.80914,,
398.574,8.137233,,
322.44598,-302.65332,,
260.592,-453.4169,,
219.966,-428.25055,,
245.586,-291.91394,,
250.70999,-135.5199,,
262.056,-21.408888,,
270.108,39.09983,,
262.788,69.8212,,
277.062,96.87286,,
281.82,126.35345,,
284.382,145.48085,,
311.1,139.58049,,
316.956,107.17413,,
327.936,61.1779,,
332.328,18.09406,,
345.138,-13.528707,,
362.706,-35.812138,,
349.164,-55.12965,,
382.836,-73.92748,,
377.712,-88.15111,,
386.13,-91.35516,,
363.072,-80.54852,,
392.718,-58.285355,,
380.63998,-30.005152,,
383.202,-0.21977732,,
371.124,28.506237,,
381.738,53.536835,,
387.96,70.46418,,
349.164,74.77628,,
340.746,66.00826,,
349.164,50.02126,,
354.288,35.909386,,
320.982,28.942167,,
317.322,25.432016,,
315.492,14.859056,,
318.054,-11.258518,,
294.63,-50.562744,,
277.428,-88.85841,,
285.11398,-108.72264,,
275.598,-101.41017,,
259.128,-72.5113,,
269.376,-36.680775,,
294.63,-5.893161,,
293.53198,18.75358,,
274.866,44.713085,,
279.99,77.416794,,
306.342,111.14278,,
314.39398,129.97765,,
314.39398,118.77256,,
296.46,75.17838,,
310.368,12.755249,,
293.166,-47.27298,,
296.826,-88.60212,,
311.1,-106.79505,,
322.44598,-106.465,,
325.74,-93.450226,,
344.772,-70.312874,,
358.68,-38.745506,,
370.026,-4.5168495,,
367.83,22.350851,,
361.608,34.252865,,
356.484,33.459106,,
356.118,31.899925,,
337.086,41.498043,,
325.74,63.054028,,
314.02798,84.59619,,
327.936,91.990204,,
314.02798,82.24168,,
312.198,65.5417,,
315.858,51.693745,,
300.12,32.83192,,
321.714,-18.11556,,
312.198,-124.57787,,
298.656,-273.09357,,
290.97,-398.87048,,
278.892,-411.19858,,
360.51,-250.64198,,
447.25198,58.72921,,
542.046,402.73434,,
604.632,629.16864,,
594.75,630.6225,594.75,143
514.962,405.98328,,
424.926,60.524403,,
320.982,-255.07466,,
272.66998,-426.50018,,
221.43,-427.07626,,
223.26,-311.5822,,
254.736,-165.8307,,
251.808,-51.66822,,
262.056,17.187927,,
252.54,60.91363,,
259.86,101.4269,,
292.434,140.68492,,
296.826,163.18272,,
279.624,154.38164,,
311.466,115.74847,,
328.668,63.8223,,
331.596,16.687864,,
323.91,-18.382101,,
329.4,-45.5282,,
369.294,-70.6408,,
355.386,-92.1176,,
364.902,-101.11776,,
383.568,-90.47849,,
370.392,-63.03904,,
383.202,-30.922136,,
387.96,-6.1697106,,
392.352,8.546507,,
389.424,20.426605,,
367.098,37.784187,,
375.15,60.283005,,
374.784,77.48594,,
370.026,77.3957,,
348.432,57.348385,,
351.36,27.243523,,
326.106,1.9393233,,
331.23,-10.50192,,
305.244,-14.224243,,
317.688,-19.958342,,
319.152,-33.82175,,
284.016,-51.08073,,
296.826,-60.664883,,
271.572,-55.97593,,
288.408,-41.398975,,
292.8,-27.874563,,
254.37,-21.473984,,
287.31,-16.19848,,
270.84,1.0558327,,
290.97,36.778526,,
285.846,80.835205,,
305.97598,110.5243,,
314.76,106.91741,,
314.76,70.17451,,
310.368,20.35576,,
293.166,-17.718327,,
328.302,-33.101784,,
332.694,-35.098045,,
331.23,-42.204334,,
352.824,-63.708054,,
331.962,-90.32589,,
344.04,-101.95488,,
356.118,-85.19506,,
